ID,stage1_temp,stage2_temp,stage3_temp,stage4_temp,stage5_temp,stage1_humidity,stage2_humidity,stage3_humidity,stage4_humidity,stage5_humidity,stage1_flow_deviation,stage1_density_deviation,stage1_viscosity_deviation,stage1_co2_deviation,stage1_o2_deviation,stage1_n_deviation,stage2_flow_deviation,stage2_density_deviation,stage2_viscosity_deviation,stage2_co2_deviation,stage2_o2_deviation,stage2_n_deviation,stage3_flow_deviation,stage3_density_deviation,stage3_viscosity_deviation,stage3_co2_deviation,stage3_o2_deviation,stage3_n_deviation,stage4_flow_deviation,stage4_density_deviation,stage4_viscosity_deviation,stage4_co2_deviation,stage4_o2_deviation,stage4_n_deviation,stage5_flow_deviation,stage5_density_deviation,stage5_viscosity_deviation,stage5_co2_deviation,stage5_o2_deviation,stage5_n_deviation,target
3690,28.76,28.97,28.07,29.76,30.49,78.52,71.9,74.17,75.25,76.31,-1.679863486,0.482992741,-0.845133388,2.236646062,-0.035639532,-0.417173922,2.417576496,-2.300451369,-3.039501359,-1.176556419,0.503737882,0.667049143,2.998850674,1.681605095,1.302382672,2.950452816,4.494051884,0.667049143,1.871259593,-0.754044193,2.417576496,-0.353361596,0.826351659,-0.580123659,-0.345842223,1.299617321,0.264515525,0.828947613,-2.672245176,0.657603232,1
3700,28.55,30.31,29.05,31.06,30.27,73.79,75.18,73,69.16,76.99,-2.445471655,3.682996802,2.15893785,-0.469153992,-0.928319362,-0.033164259,-3.666589337,-10.24650687,-0.549389446,-4.335144331,-1.073648081,-1.923053704,-4.435713311,0.802941715,-0.908814311,-0.172362119,-4.756476853,-1.923053704,1.739831945,-1.036805122,-3.666589337,-0.302088277,0.51658195,1.578971873,0.51658195,-0.601811799,0.247571573,1.474157125,0.064204274,-0.13096073,1
3709,30.83,30.22,29.08,30.57,30.99,74.39,71.96,78.74,72.7,75.39,0.326066096,-2.405134123,-1.686710527,0.182551029,-0.381130372,-0.200742874,4.149683904,-0.30916724,-0.469807409,2.127789447,-0.016507912,-1.335375352,-0.074645379,-4.504260751,-1.54487802,0.769821503,-0.165307687,-1.335375352,0.427778345,-1.670459011,4.149683904,0.450770023,5.470766833,0.07846931,5.470766833,9.15431042,2.583552011,4.996687571,-1.419484317,0.613118513,1
3710,31.36,29.15,29.92,31.34,28.6,69.04,70.13,67.39,78.97,68.36,-0.188695394,1.141488018,-1.191058442,-0.361315644,-0.65519316,0.755306222,-9.546719512,0.412357763,-1.246805278,-2.778941047,0.012330209,0.644851565,-10.38641871,-4.472185688,4.27338566,3.104776953,-0.786338727,3.289770517,2.628233495,-0.633015036,-9.546719512,-6.602937071,-0.442944879,-0.162023281,-0.442944879,-4.768440481,-0.071096483,-0.534344643,-3.16665195,1.851538693,1
3712,28.34,31.89,29.64,31.67,30.92,76.56,68.29,71.97,78.96,69.38,-1.218218373,-0.337276846,2.294364558,0.364562717,0.911211241,-1.142937379,-6.343434337,-2.556148165,0.274679637,0.423899558,0.378441227,0.063928608,-2.506327803,-1.164112112,0.090493055,3.961209795,-1.766930252,0.063928608,-0.612350939,-3.330718465,-6.343434337,-10.31664464,-1.669994035,0.998697488,-1.669994035,-5.526882627,1.123639157,-4.560537599,-0.536645277,-1.09785673,1
3716,30.97,28.94,28.33,30.85,28.55,78.88,71.63,74.57,69.55,68.99,-3.914278577,0.15660447,-1.845647238,-0.723253136,1.4309521,0.066053489,-3.710350364,1.620185764,-2.059822157,-6.868047187,-1.27387217,0.033958985,-6.2650016,-1.084143256,-1.464141843,-0.667953868,2.430437276,0.033958985,-1.540280099,3.761419911,-3.710350364,9.192924858,-0.284800152,-0.158788625,0.708428554,2.33518063,0.141527081,-1.126463534,-3.566516768,1.573665189,1
3719,29.98,30.97,29.56,31.64,30.32,73.86,73.81,71.8,74.81,73.07,-2.156295109,2.023837517,-0.900565237,-1.314004547,-0.407251367,-1.194949842,-0.917768392,4.389938823,-0.900508445,-0.012586702,-0.115243435,-0.749624839,-1.478218228,0.846845002,-0.082836133,0.905845119,-2.358431107,-0.749624839,-1.701521832,2.835815559,-0.917768392,-5.341947636,0.820862537,-0.824632339,-0.750552509,-1.172264344,1.648362459,-4.091484221,0.796068056,-1.11486096,1
3721,30.63,30.9,29.25,30.46,29.48,72.51,69.49,68.3,71.15,78.73,-0.100715935,-2.913509294,-4.030923356,0.444426372,-0.138895005,0.441683782,5.035534721,9.680120799,-4.943364948,4.660713329,-1.924473019,-2.990705707,3.11159039,0.639381138,2.625071203,1.210801847,-6.041792241,-2.990705707,6.175831066,-3.444761221,5.035534721,-10.82655533,0.752900104,1.096786326,0.752900104,-5.172550491,1.073168806,-1.049487901,1.741038028,2.162581798,1
3722,31.87,28.87,29.61,28.01,29.15,71.29,72.08,73.63,74.16,72.69,3.440427441,0.64882277,0.737167239,0.193312876,1.981545681,1.039994539,-0.694329548,-0.734541832,-4.047651339,-1.472230127,-1.235600419,-0.859686232,-7.835431955,-4.671497286,-1.016925554,-2.000952111,-2.492860866,-3.176887922,4.416585914,-2.312784124,-0.694329548,0.781587454,2.78786583,-0.197841898,2.78786583,8.808018878,-0.883810494,-2.1029748,1.917823736,2.261547713,1
3723,29.49,29.28,30.96,30.73,31.93,74.04,71.59,77.89,78.02,67.03,-3.878257645,-1.464841722,-4.673812213,4.538309773,0.598205748,0.522391699,0.166970522,6.552776708,-2.110604724,3.069632221,0.69775675,1.271333243,1.398667526,-0.699027623,-0.648667283,-2.895760824,1.056070508,1.271333243,2.657340761,-1.187464684,0.166970522,5.300025183,3.876302864,-1.492470122,-2.317118911,5.013317699,-0.185516004,2.20591398,-2.812643864,2.360513628,1
3731,30.88,30.71,31.23,30.82,30.87,71.23,74.98,68.68,67.88,76.01,0.873045317,-0.670958295,2.522867513,1.460751543,-1.435115411,-0.502058071,-2.262119548,-3.495692575,3.702126482,0.548778334,0.293137242,-2.734280883,8.204226466,5.21819136,-2.695310457,0.59935249,-2.126407031,-2.734280883,1.736697425,-0.619571917,-2.262119548,2.086926514,-5.161401279,0.697305089,-0.6260926,-4.51849521,0.555752877,-0.427863831,-0.405418492,-2.123822216,1
3733,30.13,28.48,29.51,30.38,29.71,74.43,71.19,78.92,70.61,75.17,0.202496287,0.032437787,-2.530480599,6.056232163,0.112293303,0.271702945,4.170434839,-0.034419282,1.139510325,-0.401493404,-0.211462638,2.11395355,7.396098668,1.118250954,-0.797970299,0.106340547,-0.12038985,2.11395355,0.686863861,-0.004559568,4.170434839,-2.757265523,2.257314352,-0.485649094,2.257314352,5.941078479,-0.570982401,2.642186168,-1.836507252,-1.449757677,1
3740,29.6,29.63,29.77,29.06,30.49,77.27,77.4,78.09,73.95,68.68,6.18049952,-0.635408634,-1.874180042,1.826404876,1.431926262,1.355530467,-5.62094377,-0.006726325,1.125763691,-0.579781147,-0.962216795,-2.327732863,-0.178589046,-3.074481664,-2.315188811,-0.71636592,4.100603153,-2.327732863,0.661324983,-1.817529432,-1.198622996,10.82929189,-1.965292242,0.163422615,0.449618195,5.255246715,1.422086031,0.031739022,7.056407189,-0.346590191,1
3743,28.73,30.06,31.73,31.58,31.1,71.67,68.26,71.09,67.32,72.97,1.951602407,3.693481788,0.198479374,-2.687913597,0.593398202,0.732683765,-1.189727079,10.60450696,-4.751652406,0.267411535,-1.16400761,1.44356566,-0.574904548,-5.034264466,2.072977915,5.636537606,-2.183064894,1.44356566,3.96149515,3.926209795,-1.189727079,-7.589074049,4.080263456,0.264537072,4.080263456,2.876050756,-0.933279048,-5.241719134,3.426577194,-0.59140279,1
3745,28.77,30.32,31.85,31.35,28.68,71.52,75.08,72.61,67.62,72.34,0.121156366,-1.013421036,-4.821361486,-2.160363426,1.007736312,0.308151694,-9.014544832,11.11437184,2.5091619,-1.459569853,-1.551627576,1.53456089,1.58776763,-1.503790838,0.00176566,3.453497428,-1.559940816,0.776923676,3.038470245,-0.322234744,-9.014544832,-3.335330555,0.563083231,0.279488503,0.563083231,-5.381885384,0.824534544,0.793562616,-1.145411281,3.079268171,1
3746,28.52,29.01,28.61,31.25,31.51,67.52,74.38,75.05,67.81,78.64,-0.794066655,-2.507168509,-0.502947222,-2.60663999,0.377031301,-0.539975111,-2.204984795,7.38357993,0.690901905,0.950614867,1.370205781,3.341883061,2.29543607,-3.552087357,-1.798432522,1.912544414,-1.775453026,3.341883061,0.874279601,0.549798325,-2.204984795,-8.754547708,3.001800363,0.611706364,3.001800363,2.064500438,1.195744518,1.681137464,-3.517685009,4.577925242,1
3754,31.83,29.73,30.97,29.1,31.05,70.94,76.4,69.11,69.28,76.32,1.036378814,-1.83412202,-0.164820317,0.921032478,-0.963373171,0.918156149,-3.43698242,9.941049596,-2.177121548,2.74437958,0.959190213,-4.206652569,-0.4431933,-1.19945304,-0.216146064,0.616281483,-4.167490461,-4.206652569,2.504155309,0.323140669,-3.43698242,-0.864004379,-2.975442419,-0.845325238,-2.975442419,-3.797894786,2.25544445,-1.069294341,0.481223229,2.478869262,1
3758,30.82,29.75,30.42,31.57,30.39,73.96,69.31,67.51,70.27,75.54,2.262098719,5.453004942,2.651698342,-0.844279689,0.163891144,1.281388525,-2.062170032,-4.255565396,0.168895392,-2.652763479,-0.259901151,1.37502895,-5.285587686,-0.096456643,0.390086148,1.851044297,-3.050351565,1.37502895,0.762060901,1.116168336,-2.062170032,4.792895702,-2.436967021,0.239554576,-2.436967021,-0.307370662,3.153506061,0.715630886,-0.504382555,1.126947855,1
3760,30.61,29.04,31.06,31.86,30.44,68.32,69.69,76.33,77.75,67.42,2.584393137,1.042946443,1.745798912,2.828571457,0.160646946,0.989892751,-14.49499355,-2.507457421,2.108574267,-2.314314302,1.20887049,0.907114905,-10.84898871,-2.416722897,-5.160029458,3.899954613,-3.008663188,0.907114905,1.357353361,-0.169612712,-14.49499355,-3.589022804,-0.535988,-2.971860999,-0.535988,-6.646494508,-0.406944001,2.745040847,-1.808193022,1.666020722,1
3762,29.5,28.12,28.57,28.01,28.23,70.93,77.76,71.48,68.19,77.99,1.779175839,3.659153857,0.103592932,1.590241996,-0.052507166,-0.912109634,-0.969768292,-0.567729132,-2.548068294,-1.623769613,1.049679397,-1.977465781,0.561058232,-0.453482306,-1.559134708,3.493454453,-0.079318037,-1.182352031,-0.868953725,-2.559911255,-0.969768292,0.20982696,0.394330566,-0.532726663,0.394330566,1.854198227,-0.433399291,3.368577314,1.477397374,-0.202329536,1
3763,31.61,30.92,29.59,29.93,28.3,78.14,69.42,75.41,75.15,68.96,1.37656719,2.742218818,-0.719227472,-1.484513038,0.364753817,-1.208580551,-6.370922823,1.178059754,-1.02358697,-1.099271252,1.061718136,-2.010477593,-5.002371972,-1.717997297,-1.520895588,3.290204372,-2.205112751,-2.010477593,1.423342569,-0.383463181,-6.370922823,-3.47353768,-0.055851049,-1.390232688,-0.467841038,-1.701680343,-1.120071718,-1.515978684,1.704101661,-0.593770051,1
3769,28.76,31.9,30.59,28.84,28.49,72.45,72.22,76.36,71.37,75.52,-3.076514358,-1.574374538,-1.578113698,-2.350823198,0.368465924,-0.700978237,-14.24418423,2.012351129,1.305622569,0.957502062,-2.030225487,-1.730112018,0.143250713,0.498558275,-3.098866328,5.186097855,1.914969096,-1.730112018,-1.663695999,-2.734421768,-14.24418423,-0.337589127,-2.511010363,0.360748319,-0.098561675,-1.026059843,0.973931351,-7.106579516,6.447694037,-1.402798136,1
3775,31.77,30.4,31.23,29.92,29.29,67.5,77.72,74.78,67.12,72.13,0.529208677,-1.752510889,2.320836156,-0.24701854,-0.335331019,1.542581671,-1.697767222,4.696411764,1.131616168,0.324775008,-0.022991482,4.224221453,1.219915603,-1.707172405,3.166405851,3.320307627,1.339927677,4.224221453,-1.128390655,2.163286124,-1.789001262,-10.14175111,1.693887872,-0.894770321,1.693887872,-6.742987531,-2.002877239,2.052759518,-4.072201612,-0.224805586,1
3779,30.37,30.95,31.15,28.06,28.97,72.2,71.42,76.8,75.85,75.99,-3.256522369,-2.704874268,-3.291572175,0.385496744,-1.66807198,2.495679806,0.739669645,2.230052953,1.062930522,6.567041833,1.592288103,1.503119188,5.030959328,1.422015753,1.438905808,-1.743973377,0.461681542,2.271452019,2.050216191,-2.177942684,0.739669645,4.688633076,-1.558274475,-0.711359795,-4.909591269,-2.574977528,4.911437084,1.575644746,0.46430501,-0.351441848,1
3786,28.62,30.04,31.75,30.8,31.92,73.92,70.91,77.1,71.26,71.05,2.716680085,1.288579978,-4.139645564,-1.830578069,1.473632531,0.55458458,-1.328352835,5.477805767,-1.291821833,1.149614383,-1.457817958,-1.993964383,-3.263469584,-4.65572304,-1.998456381,-0.651260083,-0.8212559,-1.993964383,-0.271363488,-1.803933076,-1.328352835,2.999868803,-1.661117794,0.307383565,-2.138102683,0.282451198,0.893170229,0.270747551,-0.348862711,-2.397323981,1
3792,28.1,30.3,30.96,28.37,28.27,69.96,73.76,69.8,67.28,67.22,-1.452918729,-4.009564113,-2.243778506,2.588610623,0.53007737,-0.334435273,-5.736118007,-6.484422941,1.619856398,2.978294031,0.254731848,2.588792693,-5.263614992,0.896112217,-2.563776658,-0.862639945,4.086351379,2.588792693,-0.556265668,-6.007210498,-6.90248663,11.38161732,-4.923885585,1.084883861,-1.146566937,1.258214271,5.574696809,1.230584746,0.198635886,-2.03860909,1
3798,31.52,30.34,28.7,31.82,29.84,78.14,75.03,73.77,71.17,78.96,0.312732942,2.418020673,-0.066264423,-0.014541077,-0.707799176,-0.216132375,2.194771298,0.873842328,4.313224285,0.573161226,-0.275991305,2.169729758,-0.335198935,3.588800069,1.626953055,-0.087756695,1.421302583,2.169729758,2.147075962,-0.771584619,2.194771298,-4.541216468,-0.060934961,0.693192962,-0.060934961,-3.54866638,1.572575025,-0.318183722,-2.354962001,-1.156114909,1
3800,30.65,29.41,28.63,31.29,31.86,76.11,68.41,71.71,71.58,75.75,1.626084029,1.243640736,1.945165753,-2.639023612,1.882729381,-0.388151904,0.297317767,0.693020271,4.800355571,1.253668562,-0.427471566,1.528018746,0.977575534,0.7820608,6.641589866,3.797546949,-0.76832271,1.869168796,3.569186789,-1.444109853,0.297317767,-7.077691437,-0.083939488,-0.210710822,-0.083939488,-8.948109717,0.044800147,-2.619064062,0.8769757,-1.906560367,1
3815,31.08,28.36,30.51,30.76,30.37,78.59,74.15,71.98,75.59,73.76,-0.378484067,2.373964537,0.730460549,2.476546531,-1.23097511,0.699185004,-0.950842077,4.763881748,1.49376715,-3.427664631,-0.678613126,1.76930501,-4.663809431,-1.968310153,2.169865577,-0.252386682,-1.18810622,1.76930501,2.541691508,1.176857646,-0.950842077,2.870536284,0.37875441,-0.66582734,0.37875441,-2.366241546,-0.806053647,-1.003617475,-0.919150108,1.015250109,1
3818,30.93,30.89,28.55,30.66,30.21,78.87,69.55,74.07,70.47,67.02,-1.596472822,2.227967804,-0.258423101,2.449800751,0.41586341,0.164174808,9.897002582,-4.245129654,2.332040501,-0.911003309,-0.486556275,-0.729682402,-1.691551321,0.833256024,1.2336967,2.049444271,-0.901821548,3.346213332,4.187574883,-0.970644697,9.897002582,-1.087142345,4.233121919,-0.567743246,4.233121919,4.128498914,-2.374775912,3.874144606,-2.440240386,0.666969143,1
3821,28.94,29.3,29.12,31.97,31.4,70.64,77.98,70.37,79,76.47,-0.214005062,-1.396333802,-0.3648186,2.698576016,0.674331076,-1.424581754,-4.499629518,-5.491118101,0.22817434,-0.116712312,1.07275273,0.298752453,3.043838201,3.272385632,-2.766052788,-1.551117621,1.099546291,-0.33694457,-1.814616168,-2.999568785,2.459906496,0.210686131,-1.251151828,-0.217623754,-1.251151828,1.776347989,1.165495073,-1.001736147,-2.973704398,-2.095834184,1
3825,31.26,29.75,28.93,29.81,29.18,75,72.68,71.34,70.62,75.7,3.157311382,2.065612235,-0.51812527,3.731427068,-2.303102237,0.826008224,-2.236915726,0.116435906,-1.85501481,2.847334116,-0.712000912,-2.620293364,2.306860314,-1.681367285,-0.255953074,3.853992959,-3.983020783,-2.620293364,1.993336398,-4.25735856,-2.236915726,0.785350974,-0.173770856,-0.252530079,-5.501337444,-2.610218001,5.108717042,0.735020987,3.028996537,-2.716506394,1
3827,28.88,31.59,29.6,31.46,28.55,76.44,68.83,77.39,73.06,73.56,-2.247082988,2.279906495,1.092637277,-1.059264964,-0.611900951,-1.130278477,-6.457986442,7.402199715,1.768015805,1.307498729,-0.060455957,0.298871889,3.954774652,-0.480923663,-2.924128748,6.066685929,-4.244939154,0.298871889,1.711701316,5.670148881,-6.457986442,0.209919583,-3.546308247,0.89741672,-3.546308247,-17.37809669,-0.123414674,-3.156302586,0.726159565,-4.094643447,1
3829,30.57,31.56,31.13,28.37,28.22,75.38,78.85,67.95,77.17,67.56,2.15506739,-0.880547096,1.170255397,1.093979196,-0.927598708,-0.109475363,-0.570344763,-9.033619739,-0.049458969,-1.621509777,-0.238973358,0.226956626,-1.046335969,-2.224704435,-4.125597176,-0.585392798,-1.2009109,0.226956626,1.195993419,-3.768863623,-0.570344763,7.369433173,-2.482697137,0.184433778,-2.482697137,0.77364252,-0.07160994,-0.308002704,-2.702718895,-2.254507828,1
3833,31.46,29.42,28.5,30.37,28.71,70.37,71.92,78.62,77.33,75.24,2.936482939,-2.71709819,2.807889571,1.110441804,0.267012617,0.034153828,2.903337915,-12.95597114,1.054989355,1.611515397,-0.202913237,2.898732774,0.778604214,-1.431707569,-4.393059114,-1.086914478,-6.774448776,-0.317562052,-6.370358556,-4.138984528,2.903337915,-9.026019873,3.841931766,1.585824595,3.841931766,-0.851201533,-0.481332475,1.606502507,-0.690003852,-0.085733411,1
3840,30.57,30.06,31.06,29.49,29.01,71.55,71.83,67.5,69.97,76.44,0.01796695,-1.532872255,-2.757134533,2.138643066,-2.784877801,0.554774866,-13.21974649,7.128309133,3.600641376,-3.653592087,-1.678612975,1.761089017,-3.20443767,-4.765420247,-1.518445269,2.610061137,-1.229221276,1.761089017,-1.020538893,0.358325123,0.905607232,0.603398255,-0.640203424,1.14411919,-0.640203424,-0.5921806,0.627382431,-0.272303122,-2.360250101,2.410916766,1
3847,31.15,28.07,30.79,30.04,30.91,75.42,78.54,78.91,78.12,75.97,1.131962762,-1.508881292,-6.441710992,-0.298965815,0.565422624,1.693728202,0.102190914,15.03430792,-4.536422052,0.882660019,0.158738937,0.810224677,-3.9334203,-5.304268383,0.68491705,1.841980203,-0.831911682,0.810224677,4.936171944,1.433113002,0.102190914,0.158645332,2.328501663,1.286364203,-2.380058237,-7.061183415,-1.739735132,-0.725777674,1.81357471,-2.414650084,1
3848,29.1,28.7,31.57,29.92,31.42,72.9,72.34,72.6,72.59,71,0.180757234,0.520906452,-0.113910368,0.29259292,-1.362098917,-1.854620188,-3.591914137,-6.864650367,-1.044529043,1.968111856,0.922857712,2.713034602,-0.025386507,-0.164330958,-2.616666197,0.048239235,2.90355025,2.713034602,0.039879197,-3.569403669,-3.591914137,8.509339954,0.527763091,0.278469204,-2.300498796,6.682130327,4.844332912,1.209846495,0.677638982,0.845840219,1
3850,29.42,30.52,29.93,28.63,31.22,78.61,68.28,73.12,75.89,77.89,-0.425323455,-1.43402376,-3.18535604,1.475710391,-0.473307054,-0.331339351,-5.453625767,7.449867873,-3.533313831,0.684321697,1.359575558,0.136925411,2.853252977,-1.980169444,1.230143212,-0.315849404,1.243944403,0.136925411,0.110983774,-0.768346358,-7.566358793,2.622626487,-2.995023965,0.900132747,-2.995023965,-3.706654704,0.294839367,-1.156755187,1.234107837,-0.638547753,1
3862,28.11,30.3,31.58,28.58,31.39,76.49,74.61,72.52,71.23,72.26,-0.741753009,0.333755046,-3.045858992,1.087923792,0.549432698,-1.005112586,-2.735387746,14.24149155,0.537792096,0.357809152,-0.635857721,-0.46364526,-0.129910192,-1.154051126,0.651864355,3.206621467,-1.836623542,-0.46364526,1.223353059,2.776186931,-2.735387746,1.993880707,-4.524014298,1.088126437,-4.524014298,1.436875378,-2.174008489,-0.812409773,1.755320572,-3.935783744,1
3863,29.15,29.49,30.02,28.27,29.57,71.56,70.92,69.73,75.99,70.91,1.363489718,0.930441498,1.423167466,3.142707838,-0.337561792,-1.201507189,-0.352988556,1.33350499,4.60500172,-0.081699519,-0.617353104,-2.725234684,2.655359331,3.778597119,1.167425484,2.482841333,-1.427510124,-2.725234684,3.602824735,-2.435656193,1.223009621,-8.869432397,-2.081601222,2.969202008,-1.437394013,1.78933822,-3.420747206,0.135493904,-2.096463835,1.626463675,1
3866,30.28,30.56,30.94,29.99,29.03,70.1,75.84,72.45,78,68.85,-0.5549535,-0.140283321,-0.334121485,-3.271111759,0.829402864,-1.185891563,-13.29524284,-4.105452517,-1.200352497,-1.371313525,-1.259501194,-0.857311699,-10.05894097,-4.92092851,-3.180585853,0.155797762,3.04923177,-1.464527726,-1.421556685,-4.690660256,-13.29524284,6.743589892,0.391834115,-1.452605962,0.391834115,-5.993341513,-2.425201822,-3.541639641,3.100468282,-0.47592361,1
3868,29.4,28.47,28.65,29.16,31.36,67.18,77.34,67.42,75.82,67.43,3.521370187,2.549874441,-1.091085138,-1.769179734,0.239574198,-2.298778738,5.393998994,-1.240663095,-4.540453775,0.948424342,-0.68653523,-4.197155301,-8.559628675,-1.25030296,-3.318368059,-3.89800987,2.065458189,-4.197155301,1.236858723,-1.552380631,-1.707134833,-3.941325583,4.906256057,-1.353400389,4.906256057,11.73481458,-1.7615049,0.038751259,0.219158638,-0.116563259,1
3869,28.34,29.76,30.33,30.27,31.07,77.31,76.18,68.3,77.27,73,-1.382232784,-2.824302008,-6.93114904,-1.410219463,0.216412873,-0.786277607,-4.686553119,12.27504515,-1.493081439,2.108293275,-0.193291663,0.088154047,-1.129287283,-3.802448893,-2.501409044,-1.121407178,1.930362448,0.088154047,3.379397089,-1.178177185,-4.686553119,2.42294024,2.986474193,-1.324754696,1.846715088,1.221651147,-1.33025653,-0.776393972,1.460337855,-0.499654094,1
3871,31.19,29.32,31.2,28.02,30.24,73.94,72.71,74.14,77.2,67.21,-4.951013793,0.126820904,0.518272676,-0.692298922,1.352949201,0.28142525,-7.530567981,-6.512095839,3.157207661,-0.539901102,0.111705586,-3.020946828,6.394119066,1.992764409,-0.719164567,2.090830105,0.025873956,-3.020946828,-3.387877428,0.345067443,-0.183907541,1.211327612,-0.853089536,-0.330992317,-0.853089536,-0.480394386,-2.569325155,2.881957822,-0.195756597,-1.265835762,1
3874,28.89,29.63,28.81,28.65,28.97,74.53,76.11,71.16,71.34,69.27,-2.472653989,1.466289658,1.183161953,0.694529444,0.512476952,0.901790717,-3.714806274,-2.681489881,0.479302148,-3.164147045,-0.103481576,-0.567820641,-6.788491099,-2.983215713,2.736465129,0.394369912,-0.990948334,-0.567820641,1.92832013,-1.245213244,-3.714806274,5.957342557,1.309856324,-0.81581845,0.454384331,3.281245725,-2.998360093,1.895654725,0.164991324,-1.460738274,1
3875,29.28,28.78,30.12,28.71,30.76,75.92,70.12,75.25,69.56,73.15,-0.07906074,-1.045573884,-1.227000515,0.301771161,0.619429076,-1.398330084,-5.435534915,0.014213479,0.507578978,-0.497645429,1.35804453,-0.205283929,3.136487443,-0.30955476,-1.939879412,1.7377473,-0.312579466,-0.205283929,-1.686512914,-1.105174568,-5.435534915,0.312679942,-2.959202888,-0.751510966,-0.520461578,-4.56605938,0.432699771,-1.195425068,0.11635918,-1.894174516,1
3878,28.95,30.5,30.66,28.91,28.33,67.37,71.96,72.78,72.74,67.42,-0.455491201,1.154472954,0.360044487,-0.39171494,0.232198069,-1.334715219,0.432157168,-3.634729168,-0.329478494,-0.104372076,0.731127814,-0.726273993,4.411291765,3.011216236,1.777588303,-0.237643076,-1.808745855,-0.726273993,-0.900081526,-3.274217528,0.432157168,-4.099905572,-2.089401123,-0.640192641,-2.603519984,-3.281095659,1.176600843,-2.036192675,-2.324711,-0.685499181,1
3880,28.73,31.76,31.69,29.67,28.23,73.99,71.59,75.63,72.84,73.11,4.805367788,0.046009018,-0.256602941,-0.207654006,-1.062826841,0.236685397,4.936700057,-11.61965495,-5.078244577,1.143298221,-0.694615263,-0.33922256,-15.03662135,-5.444609694,-2.430844635,-7.273287654,2.236115484,-1.273248069,-1.251404191,-5.354569303,4.936700057,2.574267065,3.80856272,0.613299071,-3.105402745,-1.47415662,2.097247546,-0.508364535,-1.60335645,0.151260353,1
3884,29.73,28.92,30.52,31.12,31.17,72.17,72.38,74.93,75.86,73.1,-1.008078853,5.168394399,-2.643994306,2.396597073,-0.034109167,-1.273447507,-0.422720646,-0.071774625,0.852784373,-1.397895185,-1.614773675,2.620482169,-2.614978522,-1.426083974,2.301331244,1.821852975,-1.937301987,0.232878654,-0.160711363,-0.223041096,-0.422720646,-1.670338832,-0.5949962,-1.550518112,-0.5949962,3.129259161,-0.072492966,0.858577391,0.736400387,3.707817742,1
3894,29.76,31.19,29.4,30.39,29.61,68.62,78.76,72.91,73.2,71.73,-0.983627908,2.473301291,-1.418565942,1.845851803,0.802068715,1.164623414,-2.0572632,2.142905705,-0.573688534,3.249185413,-0.07988162,0.716955457,2.204773409,0.037654743,-1.642503452,5.559026127,-1.95298654,0.716955457,1.72599158,-3.933809141,-2.0572632,-1.004698417,-2.806944051,-0.108345301,-2.806944051,-5.900463857,4.091488811,-0.865077155,3.360716181,0.246969482,1
3901,31.78,30.63,30.11,29.89,29.95,73.31,73.19,74.25,67.46,76.05,-2.008213909,1.287617314,-1.920029099,1.405248278,1.154549844,-1.527575743,-2.906565168,1.372248119,4.415454211,-3.111753323,0.707911602,3.564994186,13.99241268,-0.730160216,4.362445891,1.997590711,-0.174741647,3.564994186,-2.701804282,-1.542074051,-2.906565168,-4.069600766,1.296787578,-0.771331702,1.296787578,-4.857847741,-3.046942733,2.475024488,-2.886764579,-4.563443477,1
3911,29.82,30.62,30.23,31.36,28.73,71.12,70.95,75.27,68.1,72.71,4.501194014,0.954619605,-3.872587374,-1.290425832,0.392801516,0.39735247,10.10166808,5.169586654,-1.914411733,3.152509478,0.45858716,-3.48389764,9.59214271,3.684338007,0.575269366,0.316005263,-0.046710014,-3.48389764,1.042201312,-2.668662785,10.10166808,-6.433064582,0.492054369,-1.49642055,-1.141426403,5.054747193,1.413019045,-0.252181827,2.947648625,0.412706345,1
3914,28.73,31.97,29.3,30.96,28.36,68.05,77.7,73.63,75.45,74.55,-0.121881518,2.674141245,2.782200231,-5.012737221,0.02431399,0.654710444,7.974431594,-5.796014114,1.604190671,1.315136378,-1.120797876,2.469826589,3.184615519,3.153058509,-3.188665355,1.450831088,0.56440766,2.469826589,-3.119272492,0.774271925,-7.056061095,-15.67698655,5.914182564,-0.244654573,5.914182564,-3.623698043,-2.956290313,1.032810382,-1.49355299,2.822291818,1
3917,28.29,30.64,30.79,31.22,31.18,78.31,71.44,69.54,70.93,68.41,1.376728361,0.533349178,2.439333894,-0.851984795,0.405447163,0.579318186,3.458799255,-9.313475564,-1.067475393,-2.102308323,1.188140261,3.274420454,-7.71093397,-4.541994519,1.835935649,-2.711864816,3.194620098,3.274420454,1.583828181,-1.51024974,3.458799255,2.175529288,3.329062735,-0.048376827,3.329062735,5.037199165,0.355044179,4.073996075,-3.915961935,-2.050421712,1
3923,28.2,31.23,28.51,29.63,29.69,67.4,74,78.56,74.57,67.04,-1.121755713,2.58471771,2.263272209,0.546606095,-0.305145107,-0.43247235,-5.38067078,-1.274898083,0.466942614,-3.450335961,-0.196858985,-0.032941303,-7.865142622,0.656829352,-1.663290889,1.235739945,-2.339413876,-0.032941303,0.386270076,-1.012104112,-5.38067078,-3.838132222,-1.443541995,0.156180824,0.241275215,2.979986978,-4.331591885,0.191040163,0.422068258,-1.360657478,1
